,username,score,content,date,like
190,万人中央,1,"微博摘抄两条热评表达我的心情：1、《少年的你》以豆瓣8.7的好成绩开分，成为目前东野圭吾作品改编影视剧的新标杆
2、易烊千玺之前说自己喜欢东野圭吾，还推荐过《白夜行》",2019/10/25,148
191,第一胖虎,5,你保护世界，我保护你。这个世界总会有一点微光，让你感受到还有希望，我想陈念对于小北就是这样的一个存在吧。,2019/10/25,465
192,晴晴青Qing?,5,我很遗憾我的青春没有一个像小北一样的人来保护我，但同时我又很幸运我没有陈念那样的经历。两位主演很好，很棒，很喜欢，很能共情，值得一看。,2019/10/25,470
193,大島,4,一上来差点没听懂was和used to be到底有什么区别,2019/10/27,176
194,赫塔费发挥嘉宾,1,就不提融梗抄袭这种垃圾事了，光只从电影的逻辑细节看就是垃圾无疑，不住校、高考所谓优秀生披头散发，公然带耳机等等等等等，真帮人是公开假装打110？难道不是背后打么，呕,2019/10/26,138
195,眠去,5,周冬雨被剃头之后从背后拦住小北，那个仇恨的眼神让我打了个寒颤。最后两人在探监室隔着玻璃互望那段，真的五星赞爆了。没想到，我更喜欢现在电影改动后的结局，而不是小说里白夜行般两人将永远走在黑暗中。ps想让郭敬明导演来看看究竟怎么拍才叫校园霸凌。,2019/10/25,344
196,fuck baby,5,"最好的小北，最好的易烊千玺。
演员易烊千玺很棒，很优秀。",2019/10/25,436
197,芝麻儿,5,两个少年，被世界无端针对，对视的那一眼，我瞬间落泪。多希望这个世界善良一点。,2019/10/25,433
198,咱说,3,一开场就打下了四星的底子，看得出导演是很用心地在做戏。但是从三分之二处，小北假装强奸陈念那一幕起，就出了很大的问题，往后越拖拉越扣分。一个没文化的小混混心甘情愿为一个他喜欢的且有着远大前程的女生去做替罪羊，这本身是一个很庸俗的价值观设定——没文化的人命更贱。第一，观众都知道国产电影的结局必然是犯罪之人要伏法，在结局既定的前提下，编剧还去编造这种替罪羊的情节，未免太思维定势，不如大胆反常规，反正最后都要圆回来；第二，男女主角在文化程度上的鸿沟已经决定了俩人未来在价值观等人生诸方面的鸿沟，俩人未来在一起的可能性非常低，而前面所有的情节铺垫都没有让观众看到这俩人爱得死去活来以至于男方义无反顾地要做替罪羊的程度，俩人连小嘴都没真的亲过一回呢，更别说缠绵悱恻了，当然了，国产电影不许未成年人相爱。,2019/10/26,140
199,我就看看,5,欢迎你的到来，小北。（还理不清要说啥 ，先去哭了）,2019/10/25,393
200,l.l.,2,为什么不直接拍东野圭吾,2019/10/27,115
201,Culaccino,5,"我认为《少年的你》是一部有力量的影片。它的力量在于唤起，唤起大众的社会责任感，唤起大众对青少年心理健康问题的关注，唤起那些“旁观者”帮助身边“受伤”同伴的冲动！
谁的学生时代没有经历过校园霸凌呢？我看到过施暴者的“得意洋洋”，我看到过受伤害者的“畏畏缩缩”，更多的，我看到的是事不关己的漠然眼神。聚焦校园霸凌，我们零容忍，切实行动！
这部电影具有强烈的社会责任感。在校园霸凌这个问题上，我们每个人都经历过，或许你是施暴者，或许你是受害者，更多的是旁观者。愿此片汇聚起共同抵制校园霸凌的力量，伸出你我双手，守护光明和希望。
觉得四字弟弟开创了一片新天地，打破了大众对流量的认知，眼神很有戏，情感处理非常细腻，情节展现淋漓尽致，感觉弟弟是真的走进了人物，与人物感同身受，他是演员易烊千玺。",2019/10/25,430
202,啵啵啵啵mua～,5,希望世界上每个陈念身边都有个小北?希望世界上再无校园暴力?,2019/10/25,415
203,把噗,3,一部无主之作。,2019/10/26,110
204,Paco,3,3.5。独属于大陆的、负能量的、“与大人为敌”的90与00后——被用心触碰了。在我这，这点必须先于其他所有被提及。对青少年视角的专注、坚定程度超越《狗十三》和《过春天》，专注和坚定之下，一定量的娇作和夸大亦成了真实的必要组成，虽然并非完全自觉。正片消极求解的语气与被头尾安上的口号化外壳显然是冲突的，真面目其实和《嘉年华》一样，在现实议题中不断疏远着“现实意义”，以无关审查的姿态。更纯粹、混沌而多义的能量由此而来，也因此更无法被遮挡。小景别接近滥用，但也得益于此，易烊千玺的电影脸被彻底确认了。?曾国祥、许月珍到场。,2019/10/25,151
205,???,5,小北 念念演的太棒了?，生命中有这么一个人愿意用自己的未来去让另一位人拥有未来，大概也只有少年。,2019/10/25,392
206,4x久安,5,"出乎意料！！！看了感触很深！
特别是监狱对视！呜呜呜呜呜呜呜呜呜哭死了 我真的超爱那段 四字的小黄鸭绝了！！",2019/10/25,398
207,里边易,5,啊啊啊啊啊啊妈呀太好看了吧啊啊啊啊啊易烊千玺真的可以啊啊啊,2019/10/25,375
208,G-Rachel-hiues,5,给她一个最好的未来！这是我想做且能够做的！,2019/10/25,384
209,Theo,4,就影片本身来说在4个月的撤档之后，夸赞或者批评好像都显得有失公允，反倒是演员让人异常惊讶，不知道算不算易烊千玺银幕处女作，在经历那么长时间大特写镜头之后依然能在情绪上打动观众，未来可期。（特别感动卢凯彤被圈出）,2019/10/25,305
210,周二一_,5,"北望今心，陈年不移。
是演员易烊千玺。",2019/10/25,350
211,次等水货,5,太真实了，从场景设计到演员的表演都完全没有雕琢痕迹，哭倒一片，说它今年国产最佳也毫不为过。,2019/10/25,298
212,蜉蝣,4,现实题材里面强加了东野圭吾式的悬疑犯罪结构和共生主题有点互斥，但是没关系！导演能力和两个演员演技把压力之下的暗黑和痛感全都撑起来了，停不下的流泪和颤栗，口号中的茫茫未来，少年的爱这么执拗坚硬。,2019/10/25,188
213,WYF,5,跟影后周冬雨对戏，我觉得易烊千玺的演技没跳，可圈可点。期待更好的发展,2019/10/25,365
214,一根鸡毛,2,演技可以 剧情一刀烂（是粉，但也实话实说，其中一分给易烊千玺，一分给我的票钱。）（刷下来一致好评，我都怀疑我没认真看，可我真的，没有一场电影让我那么坐立不安想离开过.....）,2019/10/25,112
215,可爱的快樂,5,相信相信本身 少年的你,2019/10/25,354
216,巴伐利亞酒神,5,以现代电影的标准看，这几乎是一部满分的作品。扎实的剧本，靠谱的班底，紧凑的剧情，在线的演技，不俗的调度，适时的转折。关于校园暴力的题材，像及时雨一样珍贵。而残酷青春，又是非常煽动观众情绪的一种类型。我们都是从高考这座大山下侥幸逃出来的人，那遍体鳞伤的疤，总算有人去揭了。你觉得越疼，这部电影就拍得越好。,2019/10/25,270
217,黄青蕉,4,曾国祥真的有点东西！什么档次的文本到他手上都能化腐朽为神奇！就是都改编（升华）成这样了还不如做原创呢，可怜现在沾这么一身腥,2019/10/28,132
218,哪吒男,4,易烊千玺的金马奖最年轻影帝啊，周冬雨的金马奖最年轻影后二封啊，可惜了。,2019/10/25,183
219,冰红深蓝,5,"1.一部让你我都能深深共情的青春残酷物语，终于在大银幕上呈露出校园霸凌的冰山一角，高考的精神恶战+欺凌的身体戕害+罪与非罪的心灵拷问，无处不在的压抑助推了恰如其分的情感爆发。2.周冬雨和易烊千玺的每一个银幕时刻都如此真切逼人，恍若洞穿了角色的灵魂，几场哭戏(母女通话&探监无言尤佳)令人潸然泪下。3.以大量浅景深的特写、大特写镜头刻画人物，彰显出了孤独个体的自我坚持。适时的手持晃镜与破碎剪辑亦与影片的酷烈气调完美融合。4.几个互文关系：对边缘人群的描摹承接[过春天]；[白夜行]式的故事内核；对陈念破旧公寓的（第一个）夜晚镜头营造出灰黑而可怕的景深，恍若暗无天日的宿命及无尽的炼狱，令人想及[幻影凶间]中无尽的无窗墙壁；监狱探视时的二脸叠影同质于[第三度嫌疑人]。5.废墟中的""强暴""场景极具美学与象征意味。（8.8/10）",2019/10/26,230
220,深海爆炸,5,值得力荐！这部超现实主义的校园青春片，每个人在里面或许都能找到曾经你。孤立欺负，自卑敏感，迷茫逃避是每个成长路上或多或少都会遇见过的烦恼。正如电影名字一样Better Days，这是一部带着爱与希望向阳而生的电影。即使“身处阴沟也要仰望星空”的陈念抓住了那个愿意拼尽全力守护她的小北。作为相互救赎的两个少年，同样陈念也是小北黑暗世界那唯一不被覆灭的微光。不被打垮的信念，掷地有声的倔强，温柔静谧的守护，不得不承认他也是角落里另一种青春的模样。(两个少年的成长情感相互救赎真的太感人了，尽管经历了那些但最后陈念还是对世界报之以歌，看的时候真的边哭边笑??),2019/10/25,341
221,路西法尔,3,青春片的陷阱在于把一切都浪漫化，一个眼神、一次牵手、一场高考、甚至犯罪……易烊千玺饰演的小混混拙劣地模仿着庸俗爱情片中的男主人公的腔调，不断地吐出“你赢了，我才没输”这样故作深情的金句让我汗毛倒竖。可金句频出的原因恰恰是对校园欺凌问题缺少深入共情而沦为活报剧，周冬雨则不时面无表情地说些正确的废话。郑易警官疯狂谴责受害人为什么不肯相信自己，把整部影片的自恋推向巅峰，其实就是公权力的自恋，他可有半分反省自己？可怕的是三种自恋很多人会吃……影片题材上映不易，加半颗星,2019/10/25,107
222,嘻嘻嘻,5,演员选的很切合，主角的演技在线，能让人融入剧情中，看过书，算还原度很高，值得一看,2019/10/25,340
223,找嘛找pengyou,5,超出预期，打动人心的电影,2019/10/25,333
224,Fine,5,小北的眼睛里有光，生活在阴沟里，也心向阳光,2019/10/25,309
225,口区,5,一直很少看电影，喜欢曾导的叙述方式！校园暴力一直是不容易忽视的问题都是一群在上学的孩子为什么有的人会这么的坏为什么会以欺负别人为乐趣，受害者又做错了什么。魏莱我真的要说这种表面傻白甜背地里这么恶心的人我真的想打死。还有周冬雨和易烊千玺演的太好了，俩个人一哭我就跟着哭?。易烊千玺果然演出来的就是一个小混混哈哈哈，混话一句一句的。两个相依为命的少年为什么走出来那么难？希望以后的世界，所有的人都被温柔以待，所有校园暴力者都要受到惩罚！！！,2019/10/25,326
226,?,5,看的第一场首映，四字太可了吧！！爆发力好强?,2019/10/25,324
227,世间,1,东野圭吾作品集，当然好看啦?,2019/10/27,92
228,风间隼,3,陈可辛“哭片”二代目曾国祥新作，傍上现实题材也救不回失控的煽情，塑造人物非哭即喊，而这显然与审查无关。把俩人对望垂泪的段落都拿掉估计能节省观众10分钟时间，节奏也会好很多。当然胜过内地青春片一条街，至少细节到位，群演够本色，价值观够人本。可就对校园霸凌的反映完全没有深度可言。打五星的友邻们是被种蛊了吗？,2019/10/26,99
229,kyla土豆,5,太写实的一部电影，有哭有感动，每一个孩子都不应该对校园暴力对待，家长也应该教育好自己的孩子，好好对待别人，两位主演演技太好了，感同身受他们所处的环境,2019/10/25,311
230,幻期颐,5,从“反正也没人在乎我，我有什么好怕呢”，到，“那说好了，你保护世界，我保护你”。这是一个纯真到极致的故事，现实绝望中夹杂着强烈希望的救赎。导演和编剧把感情处理的很克制，点到为止，后劲很强，泥泞中野蛮生长最后粉碎的杂草，看完感觉疏离又热烈，久久缓不过劲儿。小北这个角色真的非常有魅力，易烊千玺的表现也远超预期，二刷预定。,2019/10/25,279
231,蓝色的椰子,5,就冲剪寸头、满脸血和泥的造型能看出易烊千玺想成为好演员的认真和诚意，不敢相信片中的“小混混”是给人乖乖形象的易烊千玺，和影后周冬雨对戏也完全不输，同《长安十二时辰》的李必又完全不一样，易烊千玺选片一如既往的冒险，但不可否认他交出的答卷依然很漂亮，演员这个身份，易烊千玺算是彻底立住了,2019/10/25,296
232,Mr. Infamous,5,曾国祥太绝了，周冬雨与易烊千玺也是。全程有种被勒住脖子的感觉。魏莱是黑暗的，郑易是无力的，想要陈念如此艰难，北山却要被删掉，名字的隐喻绝望透了。残破的生活里，人跟人生生死死地暖过一回，竟是这样烈。说是少年心性，叹的也是我们再也不见的奋不顾身。看阳光贴在脸上，二人静默无言地哭哭笑笑，愈发觉得人间的不堪。痛恨欺凌者，痛恨高高在上的女警，也痛恨同场影院不被呵斥就一直在嬉笑的那几个女孩，这世界的同理心，从来是个稀罕物。希望更多人，尤其是中小学生看到这电影，但更希望，没有人需要感同身受，至少我们经历过的残酷，到此为止。似乎能察觉到撤档后，修改的是什么。最后，看到卢凯彤的名字了，而开头的胡小蝶，也是蝶一样从高楼下坠。唉。,2019/10/25,241
233,S.Tennyson,3,平平无奇，力道不足。花了一个小时铺垫互为救赎的故事，但中途忽然掺杂了高考的激昂向上和教育歌颂，冲淡了原本的灰色背景，整部片子的情感都变得尴尬起来，只有你能保护我的说辞也变得缺乏说服力。不仅不如《狗十三》，甚至还不及去年的《过春天》，不是曾国祥的良好发挥。,2019/10/25,116
234,九木,5,希望我们的生活中没有校园暴力,2019/10/25,272
235,?,5,易烊千玺眼神里充满故事，演技很赞，电影无论是故事情节还是流露的感情以及细节都很棒，电影很棒。,2019/10/25,287
236,沃冭那勒星人,3,受害和犯罪者是成年（陈念）人，犯罪和受害者是祖国的未来（魏莱），年轻人与成年人被循环转换着……警察是用来反转和过审的正义（郑易），这其中，豆瓣则分饰两角，阿北（老杨）不仅要给正义点赞，（小北）还要为年成人背锅。逻辑上硬不硬，你这么问阿北，阿北说，靠北啊，你当豆瓣是你幻肢吗？以上纯属虚构。,2019/10/26,67
237,Sugar,5,"小北是一个生活在阴暗里的人，他的世界里充满了一场场的打架，血腥。他在反抗那些污蔑与肮脏，反抗周遭的一切异样眼光。他看似一切都不在乎，看似冷漠又云淡风轻，是因为他不知经历了多少个那样的黄昏，火车呼啸而过，传来烤面包的香气。
       然后他遇见了陈念，他们成为了彼此的救赎。小北其实是温柔的，从他保护陈念和告诉她“你太干净了”就知道他是一个温柔的人。他的叛逆只是为了保护自己。",2019/10/25,281
238,后自愈,4,曾国祥太会拍故事和人物了。他依然发挥了在《七月与安生》中的长处，即便不停的穿插闪回和倒叙也丝毫不显杂乱。欺凌之外，最重要也是最戳中我的一点是，他拍出了两个孤独灵魂的碰撞，两个孤立无援人生的互相拯救。在处理文本的同时，曾国祥也留下了一些个人风格，陈念和小北两个人那段很快乐的时光很大程度上是通过影像传达出来的，不管是灯光的运用还是不断的特写，都能够感受到影片对两个人小心翼翼的保护和温柔。陈念去监狱探望小北那场戏，两个人一句台词都没有，无声胜有声。我在银幕外也哭的泣不成声。,2019/10/25,165
239,盐粗,1,所以为什么好的演员和好的团队要去选一部抄袭作品？？？这部片子拍的再好也上不了台面，心疼易烊千玺，主创宣传都没发,2019/10/27,57
240,你猜,5,不要觉得易烊千玺是流量明星就轻视他的实力，不要觉得周冬雨只会演精灵古怪的角色，不要因为曾国祥导演还年轻就质疑他的能力，感谢剧组所有的工作人员演员，让我看到了一部这么动人心魄的好电影,2019/10/25,289
241,老袁,4,刚开始有点难以进入，看到后来哭到头肿。怎么会那么矫情，那么感人，那么好哭啊！,2019/10/25,151
242,试遣,5,希望在你最黑暗的时刻，有人拉你一把。千玺演出了小北的痞，小北的哀伤和无奈，很惊喜。,2019/10/25,264
243,唐宋,5,易烊千玺演的真好，演出了一种难能可贵的少年感。每个人的青春其实除了事后回忆的美好，我们身处其中的时候，感受到的是一种不确定的痛苦与挣扎。少儿总是扮老成，去反抗，去保护，保护的是别人，其实也是心里留下的那个美好。对待这种电影，审的人完全可以自信一些，电影从来不是杀人刀，也不是草庐高堂上闪着金光的布景，应该允许电影展现一些现实的粗粝与真实。最后，谢谢攒出这部电影的人，看到年轻的电影人在成长，特别好。,2019/10/25,261
244,宋雯婷,0,题材很有价值，演员很卖力， 但电影本身，我不喜欢。原因如下：1 人物太扁平，反派为了霸凌而霸凌，整个故事人的光彩出在念北二人否认事实的行动中；2 情节太冒进，比如说二人相识以及第一次亲嘴的情节，施暴者的武力值极其不稳定，没有可信度，全片有很多类似生硬之处，明显是先有骨架再塞筋肉，有很多地方骨肉还没有长好；3 特写太多。一部自信的电影，不会有这么多特写，更不会有这么多眼泪，参考《海边的曼彻斯特》。另外说一下演员的表演，俩主演水准很高，配角则除了吴越之外基本翻车；但个人审美我不太喜欢冬雨这次的表演，没有任何技术问题，只是哭太多了，就显得处理得重和重；相反，片中她母亲吴越的表演处理基本是笑着演的，倒演出了人对于苦难的适应；重点夸一下四字，比他长安演得更好，稳、活，自身的气质跟角色气质熨贴，喜欢。,2019/10/26,84
245,我爱五三,5,你保护世界，我保护你。,2019/10/25,236
246,豆豆,5,好感动,2019/10/25,240
247,火火火的北京,4,电影最好的地方，在于揭示真实世界的背后，不忘记给你一阵暖意。世界还是如此美好，四字弟弟优秀，冬雨有自己的美,2019/10/25,254
248,不吃晚饭,5,你快赢，好不好。,2019/10/25,250
249,文森Vincent,3,整体高于预期，但《少年的你》仍旧是和《嘉年华》一样过于仰仗社会话题和演员表演推动观影情绪的作品，并且视听风格实际没有《嘉年华》那么完整流畅和统一。影片就青春和校园暴力间的论述也挺模糊的，导演和编剧所做的处理，无非是不断地累加戏剧性的冲突和表演，以达到使观众完全进入一种无法客观化的激进的批判状态。后半段添油加醋、自我感动的设计简直不要太多。★★★,2019/10/25,66
250,_4444x_,5,超级期待四字弟弟的首部电影鸭～,2019/10/25,235
251,晓勇,5,可以，好看,2019/10/25,226
252,谢谢你们的鱼,4,这当然是一部教育部会害怕的电影，因为反霸凌的背后是一种真正的反叛精神，一种对于成人世界的不信任，这也才是少年的本质所在。毫不夸张地说，本片是林岭东《学校风云》之后最好的讲述残酷青春的华语电影，那种力量，那种残酷感，那种即使遭遇删改依然汹涌的深刻，都让人对所有主创肃然起敬。70年之际，大部分电影都在讲述着这个世界为何会好成这样，只有本片和《过春天》在解释这个世界为什么没有这么好，所以，它们才更有存在的意义，希望本片可以让某些人最后一次袖手旁观，鼓起勇气向这个世界的黑暗发起反抗。电影的力量不止于此，你的力量也不仅于此。,2019/10/25,123
253,打碟鸡,5,刚刚看完首映场出来的，第一次被两个人这种相互依靠的感情感动到，想到我以前小学同学因为长的胖被大家歧视，那时候我没有像大家一样讨厌那个女同学，但是也没有去帮助她，而是一旁默默看着，看完这部电影其实心里还挺后悔的。不知道那个女同学怎么样了，也在想如果当时我对她散发一点善意她会不会有不一样的人生，校园暴力永远存在，如何去帮助受伤害的同学才是我们要探讨的话题，希望能引起大家的重视,2019/10/25,228
254,哈哈哈,1,东野圭吾的书迷在滴血，抄袭抄的明目张胆,2019/10/27,46
255,朝阳区陆依萍,5,不想做任何评价，霸凌的人就应该去死！,2019/10/25,197
256,流浪者,5,关于青春，关于校园暴力,2019/10/25,226
257,怀璧不予,4,看完电影走出来，等电梯的时候跟男友聊剧情，他对我说：“遇到什么事一定要告诉我，我会保护你的。”我看着他说：“你也一样，我也会保护你。”,2019/10/26,118
258,alain.proust,4,看到两种表现和反思对少年的恶的方式：一是直给暴力场面，二是以表现少年的爱来反衬。阅卷场景竟然（在某种可能相反的意义上）有点《华盛顿邮报》的感觉，全片对高考相关镜头的处理其实是暧昧的，并非猛烈抨击，也绝非赞颂，在整齐划一中分割出一个陈念（想想刚开始她的那句“我们这里不交朋友”），她的反抗是以最大的力量融入它直至超越它来实现的，因此这反抗是积极的。,,
ps.魏莱真的不是吴磊演的吗？,2019/10/25,132,,,
259,(??傻傻??),5,金马影后一点都不担心，很棒，易烊千玺属于厚积薄发型的演员，两个人表演很棒！成片效果超级好，太期待他以后的角色了，可塑性挺强，绝对值得看，剧情不透露了，最后希望每一个曾遭受过校园霸凌暴力对待的孩子都能得到救赎。,2019/10/25,240
260,独家记忆,5,易烊千玺和周冬雨简直就是小北和陈念本身 角色演绎得太精彩了 特别是易烊千玺 完全不敢想象这是他未经任何专业训练担纲的第一部男主电影 很多微表情都表达得太到位 太有感染力了 真的完全颠覆了我对流量的看法 整部电影很有教育意义 非常值得一看！,2019/10/25,243
261,小函BB,5,"“你保护世界，我保护你”
我的小北 陈念
谢谢你在十月的末尾来见我",2019/10/25,228
262,无敌小仙女,5,我自己就是校园暴力的受害者，被随意欺负，所有人都不把我当人看，书桌椅子全部四分五裂，上个厕所回来，书永远都是被扔到各种地方，最后被逼的初中都没上完就回来了。所以我就很喜欢看这种题材的小说，悲伤逆流成河，少年的你我都看过好多遍小说边看边哭?。2部电影也都拍的挺好的，只想让更多人意识到校园暴力的严重性。,2019/10/25,227
263,派大星去哪了,5,能上映就不容易 棒！主演们都很棒啊 值得看,2019/10/25,213
264,大奇特(Grinch),3,三星半可以有，但也没有那么好。披着校园霸凌外衣的言情片，全片只字不提爱，提的是男女间不言自明的默契和陪伴是最长情的告白。案件本身有着东野圭吾式的以人为本和为爱献身。镜头洗炼，碎镜头多整体结构不散，唯一散的是高考的段落用了太多笔墨，有些脱离主体。好的方面是青春残酷很写实，有社会责任感的担当。有些台词和镜头是拍给审查用的，也是没有办法的办法，不容易。易烊千玺很不错，不是偶像是演员。,2019/10/25,46
265,melaniejng99,5,易烊千玺加油！,2019/10/25,205
266,康报虹,5,"心如死灰的胡小碟对着镜头质问（观众）：“他们一直在欺负我，你们为什么不做点什么？”是啊，为什么我们从来没为他们做点什么呢？哪怕只是不再缄默。我们不是凌霸者（你最好不是），也不是受害者（希望你不是），但却是沉默的大多数。
摄影师余静萍将晃动的镜头摇向这个不被关注的世界，藏在昏暗街道、破败一隅的世界，被原生家庭扭曲的世界，黑暗的世界，偶尔有微光闪耀的世界，一个真实的世界。这世界游离于日常生活和灰色领域的边界，离我们那么远，又那么近。
凌厉的剪辑中，陈念和小北的面孔渐渐重合，混杂着伤与泪的少年面孔上有了光亮——这是最糟糕的世界，也是最好的结局。这句话同样适用于这部电影曲折的上映过程。能看到羽翼残缺的电影，是幸运的，因为有温度的电影不会受冷遇，有态度的电影不会被漠视，自由的电影总能冲破牢笼。",2019/10/25,171
267,银谷,5,易烊千玺很强，周冬雨更强，简直开挂！人物情绪张力十足的快要从电影屏幕里爆出来的，两个人的对手戏看的太过瘾了，被故事打动到了，出了电影院一下子都不能回神。,2019/10/25,172
268,iceland,5,小北哥,2019/10/25,200
269,爱吃火锅,5,"黑暗中总有一个人给你希望给你光明，有点温暖的片子。
有青春，有成长，有爱情，有人性，能引起社会关注校园暴力和青少年心理健康，很有意义的一部电影，希望世界都是善良温暖的人。
主角易烊千玺周冬雨演技也都很不错，尤其易烊千玺 表现让人很意外，着实亮眼。",2019/10/25,212
270,迦南Canaan,4,其实本质依旧是个白夜行版三流爱情故事，但完成的情绪非常到位。后来想了想这可能是个更适合娄烨的故事，稍微磨损掉了一些锋芒，但依旧是值得赞扬的。电影之中对众多议题进行了大胆且模棱两可的描写，我最喜欢的一个镜头，就是陈念身处高考考场，滂沱大雨之后隔着玻璃窗户望过去，陈念穿着的蓝白条纹的衣服在大雨的冲刷之后看上去就像一身囚服。这暗示了陈念一念之差铸成的大错，更暗示了高考和学校的牢笼。这种态度在大陆的大银幕上出现，实在是太震撼了。另外这部电影和周冬雨与易烊千玺相互成就，周冬雨太厉害了太会演了，四字闭嘴惊艳就对了。,2019/10/26,84
271,蛋挞一口吃俩,1,东野圭吾精选集?,2019/10/28,40
272,银杏猫,5,看到未来的小北还在身后 保护着陈念 心中的压抑的苦闷得到了一些安慰救赎?说不出心中的到的是个什么感觉 就是感觉意难平 我现在脑子乱乱的只想哭?,2019/10/25,203
273,支离疏,5,要平庸的导演拍，可能就会朝悬疑+青春+爱情的路数上迷而不返了，中间加些校园欺凌的点缀，然后宣传上又打着社会意义三观正确牌。而这部电影的好，就在于细碎而精准地描摹出整个欺凌现象的生态，青春共鸣与爱情感动是在这个生态中艰难地、有耐心地萌发的，没有割裂，而是交融，所以五味杂陈。剪辑太好了，频繁的跳跃却几乎没有无用镜头，信息的传达点到即止，大量闪回交替，决不拖泥带水。虽然最后的部分略显拖沓，个人以为在监狱相逢那一幕就结束比较好，不过两人演这么好，搁着谁也难下狠心剪去。,2019/10/25,128
274,原,5,是让少女脸红心跳的少年,2019/10/25,191
275,千里起解,5,晚上去看！激动的不行了,2019/10/25,200
276,阿丘诶,2,从刚开始就不值得,2019/10/26,48
277,一点点喜欢,5,电影比我想象中的要好看很多，或许每个人都能在电影里看到曾经的自己，不一定是主角，在配角身上也有青春的痕迹。,2019/10/25,191
278,怀特慕斯糖,5,其实一直不喜欢看青春片，不管是压抑现实向还是甜蜜恋爱，但不得不说少年的你确实是一部好片，团队很强，演员也很不错,2019/10/25,213
279,断点。,5,"刚看完九点场，很早之前就对这部电影抱有期待，今天果然是完成了心愿。想说一下感受吧，这个电影的辐射范围很广，反映现实，涉及高考以及原生家庭和青少年心理健康等问题，两个少年，彼此相识，跌跌撞撞，相互救赎，互为彼此的希望和依靠，他们只有彼此也只信任彼此，我真的有被这种真挚又单纯的情感感动到落泪，男女主的表演也十分精彩，很戳人很挖心，他们就是我心中小北和陈念的最佳人选了，希望所有人无论多么艰难都不要失去希望，不要失去信念，愿我们的青少年都能够有一个良好的环境和美好的心。
最后，朋友已经约我去二刷啦哈哈～",2019/10/25,214
280,TT Ting,5,你保护世界，我保护你！超级好看！剧情人物演的太好了！,2019/10/25,196
281,朝阳区妻夫木聪,4,看完的瞬间竟有些许恍惚，真的泪洒影院，没想到少年的你如此凌厉如此尖锐，就像一把刀子，狠狠插在这个社会被欢笑和天真遮盖的阴暗面上。陈念和小北是两只没有脚的鸟，惺惺相惜，只能不停飞翔，无奈只能不断下坠不断跌入深圳。光明和黑暗一线之隔，分道扬镳却殊途同归，两人给彼此的耳光，是一种孤注一掷的最后温柔。陈念的多次诘问，是对所有观众和整个社会的重重拷问，它把这个社会深层淌血流脓的地方扒开来展现给所有人，压抑，紧迫，让人大喘气却又紧紧牵动着所有人。一个看似光明的结局外加结尾的“和谐”段落自然有妥协之嫌，但也可以理解。周冬雨发挥出色，四字弟弟表现惊艳，对高考的展现如此写实如此有代入感，有几场戏真的想要给五星了。说是今年目前院线华语最佳不为过。,2019/10/25,138
282,小错君,1,"易烊千玺第一部电影表现实在亮眼。
但故事实在是太差了，就算是抄袭融梗了那么多的作品，依旧是那么的差。
对不起，我为抄袭者送钱了。",2019/10/28,42
283,维城乱马,4,“人生总是这么痛苦吗？还是只有少年时是这样？”“一直如此。成年人的生活里没有容易二字。而且，人生和电影不同，人生……辛苦多了。”,2019/10/25,104
284,江上,5,我们的现实生活太多这种现象了，无论是小地方，还是大城市，只要人口集中，只要有性格各异，就会有碰撞，有争执，但是，这样的青春，很痛，不是每个陈念都有一个小北，不是所有的痛苦都迎来光明，但是，人不可以没有信念。之前就特别期待这个电影给我们传达的信念，以及期待这个大班底带来的视觉享受，期待不一样的青春演绎。整个电影制作团队真的很不错了。,2019/10/25,198
285,文小侠,1,浪费钱，果然不能看TF的东西,2019/10/28,31
