,username,score,content,date,like
393,CharlesChou,3,由于种种天生限制和剧作本身过于表面（反派的人物弧为零，也没有任何对恶之源头的描写或暗示)，观感上输给《七月与安生》不少，单纯是一个表演性质的题材。但真的不得不夸曾国祥的实力，从剪辑到演员情绪调动到摄影都十分成熟，四字弟弟直接获得一个代表性角色，提名都是应得的。,2019/10/26,20
394,我在这里呀,1,电影绝对是不错的电影，7.5+的分数。但抄袭就是原罪，无论这个电影拍的多好，从他选择了这样一个原著作为剧本底色，他就不配上映。是对原创者最大的侮辱。真切的希望创作者者坚持尊严，不要去想要借抄袭融梗这样的便捷路径发家致富；演员也爱惜羽毛，抵制抄袭作品。这样，才不会有资本的狂欢，才能有更好的原创市场。,2019/10/27,23
395,木石子,4,两次校园欺凌的终结，一次是受害人的死亡，一次是加害者的死亡。前者是电影的开始，后者是电影的结束。陈念面对校园暴力，先是沉默，然后寻求合法渠道，最后以暴易暴，可都宣告失败！冰冻三尺非一日之寒，若要冰消，恐怕也得花好长时间吧！,2019/10/25,81
396,阿暖,3,作为言情、校园霸凌、高考现实的三部分是完全割裂的，就好像恶意、嫌疑人X、白夜行也并不能真正合并成一部电影。微妙的违和感无处不在。可以说这部电影是锋利的、是宣泄情绪的，但我并不觉得它是诚恳的。铺天盖地的盛赞，大概是因为太久太久没有在一部中国电影里，看到哪怕最基本的表达欲吧。也挺悲哀的。,2019/10/27,22
397,握不住的灵魂,4,"作为一部披着校园霸凌的爱情片，
整齐划一的围观、一意孤行的反派、公正严明的询问，老派成熟的前辈和孤立无援的主角，全部功能性的营造影片气氛，导致整体的感觉是情绪大于角色，而情绪的共鸣又是来自影片之外的社会问题，少数台词像放置三天的罐头汤，听得跳出。

但有几场戏太棒了，男孩和女孩在一起，小北的眼泪在陈念脸上，陈念的眼泪在小北脸上。忍住不哭的那个人永远比哭的一方更难受，这个导演很擅长激发两个演员间的表演张力，单独一人还好，俩人在一起简直几何式的增长，这是表演上不可求的互相成就。ps尹昉的表演空间多给一些更好。

删减痕迹导致一些地方转折莫名其妙，角色NPC化。背后的取舍和折中不得而知，我们需要一个能够呈现多样化的世界，需要更多的人保有社会责任和担当，能看到这样的题材，现阶段必须鼓励，支持。",2019/10/25,40
398,淋,1,请大家多多关注校园霸凌,2019/10/27,14
399,啾咪,1,东野圭吾作品集改编版,2019/10/27,14
400,红绿,1,粉丝给好评这很正常，毕竟大多数粉丝在易烊千玺面前感性远远大过理性了。但是我想说不能因为一个明星或者演员就不去公正客观地看待电影本身。抛开评论里抄袭部分不说，本人不知道原著。电影本身水平不高，两个小时的电影，前一个半小时里，节奏缓慢，剧情拖沓，中心不明确，没有深挖欺凌的根源所在，也没有提出解决这一问题的措施途径。不过是隔靴搔痒，无病呻吟之作。给一星实在是没办法，毕竟不能给0分...,2019/10/28,20
401,天马星,5,影片拍出了很多青春片都没有的青春本质：学会长大，可是怎么学呢？从没有人教过我们，那些不安惶恐与孤独就像梦魇一点一点吞噬灵魂。但是如果只把影片当成简单的青春片就太小看它了，影片最终探讨还是人，人的阶级属性，人的善恶属性，从这点来看，影片是国内版的《寄生虫》。二刷之后，我最喜欢导演最后一场戏的处理：陈念去看守所探视小北，两人啥都没说，两人就对视着，对视着，从笑到哭，又从哭到笑，这时观众已经明了两人已经说过了千言万语。最后两人坐上了警车，陈念最后一次和小北对话，其实两人是坐在两辆车上的，现实中两人并未对话，但窗外的光不时打在两人的眼上，两人虽未对视，但却像探视时对视一样，只不过这一次他们是通过光把话带给对方。多好的处理啊，两人深刻的羁绊，就在光与影的交会中深深刻在观众心里，这就是电影的魅力啊。,2019/10/26,39
402,57,3,看完之后的感受跟《天才枪手》和《我不是药神》很类似。用很强的类型片的手法，来抵达一个同样有强度的社会现实。（和好莱坞一样），这很容易成功，也容易套路。大家都倾向于宽容和原谅各种不足，也是内在于这种策略的结果。但在广义的文化圈的意义上，不能把工业能力的提高等同于对这两种坚硬现实的反思程度，加上诸多场外因素的干扰，这会造成很大的混淆，跟风式的夸奖令人不适，延展讨论少得可怜。对我来说，片子里戏剧性地强化出令人窒息的上升空间、你死我活的丛林逻辑，是最重要的社会背景，也是最真实的部分。,2019/10/28,27
403,Heir,2,假。想学韩国电影，没有那种压抑的环境和文化，硬生生制造压抑。在中国，现实生活没有电影中那么无助，反面角色太过脸谱化，缺少人性，为制造矛盾把人物两极化，作为一部写实性电影，太失败。整体电影节奏把握不好，看的人一阵阵不舒服，导演在让人在观影体验这方面还需加强。,2019/10/27,19
404,草地热潮,1,抄袭电影,2019/10/29,26
405,hydejiaqi,1,看了不得不夸一下四字厉害? 对，我说得就是东野圭吾。,2019/10/29,29
406,nannan有深度,1,原作者的其他作品曾抄袭融梗丁墨、t大、尾鱼，这部又是融梗东野圭吾。。虽然很喜欢弟弟，但是更心疼这些从小看到大的作者原创作品被“暴力”，不抵制演员，演员演技确实好，单纯抵制作品抵制编剧！,2019/10/27,10
407,追风的女儿,1,"3分，不能再多了?
      冲着豆瓣8.7和票圈诸多好评去的，结果挺失望。
      剧情逻辑混乱，人物定位不清。
      对于这种主题，应该很容易赚眼泪的，结果也并没有。
      票圈说周冬雨和四字弟弟演技爆表，额，好像根本不需要演技吧，当然剧本硬伤比较大。。
      化妆师水平不错，给演员“演技”加分了。
      片子太压抑太长，实名不推荐??",2019/10/28,13
408,墩墩,4,"你，我
从很小就开始听人说：
写完这道题就好了，
做完这份卷子就好了，
中考完了就好了，
高考完了就好了，
去更好的城市就好了，
熬过这段时间就好了，
成年了就好了……
但，什么是“好了”，我们真的“好了”吗？
好多人说帮我们，保护我们，
但最后，还不是我们自己一点点挨过。
也许，真的有人保护过我们，只是那时，我们还是不顾一切，不知道什么是“好了”的少年，回不去的“少年”……",2019/10/25,39
409,金基范,1,你保护世界，我保护你，谁来保护一下原创作者,2019/10/28,24
410,闲人,3,其实有点四六不靠，对校园凌霸这个议题的探讨没能处理得特别深入，前半部分男主角的戏份过少，导致爱情戏的部分看起来有点突兀，像是用商业类型片的素材做了一部文艺片。不过整个制作成色还是不错的，整体不如导演上一部《七月与安生》。,2019/10/25,36
411,btr,5,#长宁来福士  四星半。曾国祥有一种将情绪或无法言说的东西影像化（包括利用声音）的能力，作者风格在这部片中也更成熟。校园霸凌和爱情，缺席的父（母）亲和社会大气象，电影层次也足够丰富。只要去掉那些金句，后半段的节奏更紧凑些，就是满分。,2019/10/27,37
412,不闻回声,1,一星打给演员和东野圭吾,2019/10/27,18
413,渊几代,1,日式校园霸凌，生搬硬套霸凌清北学霸背景设定奇葩，还没学会甄嬛传吃百家饭的融会贯通。仿佛看到了致青春2吴亦凡张口我要上清华的假大空。,2019/10/27,22
414,悲伤蛙,5,我们在绝望黑暗的生活里互相打上一束光，你保护世界，我保护你。,2019/10/25,74
415,蓝迭殇,1,一星给东野圭吾 抄袭可耻 讲着校园霸凌却在霸凌原创 不觉得讽刺吗,2019/10/29,25
416,豆友198699441,5,千玺演技棒棒哒?！,2019/10/25,81
417,?布丁酱?,1,打着校园霸凌的旗号营销，这种抄袭作品大行其道又何尝不是对原创的霸凌呢,2019/10/27,18
418,纯真博物馆,1,谁看了不说《白夜行》《嫌疑人X的献身》写得好呢,2019/10/26,20
419,二号宝瑞,2,小说完全当做玛丽苏言情小说来看的，然后电影又想要升华主题，然而东一锤子西一棒子，搞什么悬疑推理？不伦不类,2019/10/27,13
420,Jooooooc,5,谁能想到 一个人在电影院看的默默哭泣呢 易烊千玺的演技??,2019/10/25,79
421,绝美沙雕,1,易烊千玺粉丝真的可怕 本来是一个很普通的电影吹成这样 这一星是留给周冬雨的 哎,2019/10/27,25
422,寂寞牌食之谜,1,太尴尬的电影,2019/10/27,16
423,江月年年李师师,1,虽然抄袭融梗，但电影好看呀。即使抄袭融梗，但演技不错，我要去看看。你不可以说抄袭融梗，因为他改编了，所以是原创，我看看，不算支持抄袭作品。我不知道，我只是看看电影。[doge][doge],2019/10/27,14
424,毒舌列文,2,毒舌君提醒一下那些嘴上没把门的，要吹《少年的你》也悠着点吹，“年度最佳华语片”这大话都敢说！包圆儿了柏林电影节影帝影后的《地久天长》也是今年的片儿啊，你一个把校园欺凌当噱头拍出雌雄大盗反转警局范儿的片子，何德何能超越人家啊！,2019/10/26,24
425,河狸,1,按理说辛苦拍摄的演员和工作人员不应该背原著的锅，但是也不能因此就助长歪风邪气啊。,2019/10/27,20
426,痴迷张碳碳的小,5,"“这个世界其实没那么黑暗，你可能总会遇到一个人或是一些朋友，他们会愿意去帮助你，而且你不是孤单的。” 
确实朋友是生活的指路明灯，电影的初心很好。
建议正处在青春期的同学都看一看。",2019/10/25,79
427,城北有信使,5,刚从影院出来，妥妥被四字弟弟圈粉！没有接受过专业的学习，可是一点也不输人。他的眼神太神奇了，会说话，有穿透力，第一次看到这样一双眼睛，令人心疼。他的眼神里透露出和本身年龄不一样的成熟感，真的很神奇，小北是个离他太过遥远的社会群体，可是他就是小北，小北也是他。他真的太有塑造力了，永远期待他不设限的未来。“你赢了，我们就不算输。”易烊千玺赢了，小北就不算输。,2019/10/25,92
428,南茜,1,东野圭吾精选集真好看,2019/10/27,20
429,你看起来很美味,5,其实想给四星，但是导演的镜头语言真的太棒了，曾国祥太会拍了，感觉所有意象信手拈来好不费事，周冬雨真的灵到不行，易烊千玺更是惊喜。两个人最后对视那场戏的层次太丰满了。所以多给一星。希望曾导能拍出更好的电影。,2019/10/26,45
430,阳sir,4,那个女警察问陈念为什么不信老师、不信学校、不信警察，她心里真的没有答案吗？陈念算是幸运的了，如果你真的有过上学期间被全班孤立过、被欺负过，你会知道你的身后没有小北的，没有垃圾桶里地放过，只有熬着再熬着。,2019/10/26,39
431,心生,5,9分。聚焦校园霸凌这个话题本身，已非常难得。那场凌辱戏拍得真实又绝望，会不自主想起真实案例的视频，越想越难过。周冬雨的表演一如既往的棒，藏在角色背后，把力量赋予角色，所有情绪从角色直达观者的心里，又是一次影后级表演。易烊千玺也非常棒，准确而克制，最触动人心的是他在哭泣时整个脸部肌肉的轻微抖动，所有的无奈、愤怒、心酸与祝福都在里面了。两人在监狱里对视那场戏，没有台词，但情绪会有几次起伏，且彼此倒映在画面里的玻璃上，很出彩的一场戏，两个人都完美消化了。片子有一种压抑感，融合了复杂情绪最终汇成的压抑，它源自受霸凌对象的内心痛苦，并扩散到影片每个角落。类似悲剧不会就此终结，但期待社会的不断聚焦和凝视，能产生更多有效的抑制力量，让乐园依旧是乐园，不会成为一些人的“used to be”,2019/10/26,44
432,小A萌,5,台詞寫了「從來沒有一節課教過我們，如何變成大人。」拍這部電影的過程也像一節課，它教會我們，如何做回少年。,2019/10/26,43
433,没事写写豆瓣,1,共生关系可不就是白夜行吗！！！,2019/10/27,14
434,难出绿野,1,一星给周冬雨的演技，剩下4星是东野圭吾读者的自尊,2019/10/28,13
435,缱绻恣意,1,搁一个东野圭吾往死了抄，抄完《白夜行》抄《嫌疑犯X的献身》，还能再不要脸一点不？,2019/10/27,5
436,乱讲噻,1,好一部嫌疑人周冬雨的白夜自首演技爆表献身行?,2019/10/28,12
437,Morning,3,三星半。如果做电影分成两部分，提出目标和实现目标，我会觉得前者几乎可以拿到满分，围绕着演员状态穿插起来的前因后果的叙事，像是对一种法制陈述和专题片叙事的借鉴，伴随而来的剪辑也很重要，包括摄影将概念化进行到底，甚至小到比任何一个内地导演还要明白内地校服是什么样子这样的细节上，这个团队有汇聚力量去挑战的一面。但是实现目标这一幅度内，我就觉得乏善可陈，电影的主题内核实际上是逐渐变化的，将种种主题点作为了一个观众代入的臆想反派，讲到霸凌就是霸凌很恐怖，讲到高考就是高考很冷漠，讲到成人就是成人更加无情，在小的题点上不停的变化，没有试图到更深，节奏也很平均，常常同样大场的对话戏接在一起，到了最后就是要讲这个世界一无是处，我觉得是一种有内容的失控，比较像是有个妇人絮絮叨叨，也不是不能听，但就是不够智慧。,2019/10/27,25
438,基瑞尔,4,实力放大版《悲伤逆流成河》 ，继续对霸凌给予最宝贵和真诚的关注。对于招牌白底黑字和片尾喊话已经心累，只能正面想到陈念关于“找你们有用吗”的那段呼喊已是范围内最大的努力。感觉两位演员被用得很好，电话两端的隐忍与嚎啕，之于周冬雨是对情绪戏控制的精准体现；有些远景的处理，和角色形象带来的本身不多的台词设计，对尚算新人的易烊千玺减轻了莫名的压力。那段有距离的守护，以及同走夜路的陪伴，是每个人都曾渴望的善意。,2019/10/25,40
439,小佣兵牧草,1,个人不是很喜欢，这分数说实话有点假。,2019/10/26,21
440,Zac_Zhao,1,?,2019/10/26,10
441,.,4,过于真实 引起不适 建议学校集体观看,2019/10/25,62
442,储西,5,每个人都会看到自己或多或少的影子，谢谢谢谢谢谢这部电影让我从头哭到尾。陈念谢谢你没放弃啊，小北，我期望着你的期望。??,2019/10/25,75
443,不良生,5,永远不要怀疑人性当中恶的那一部分，也不要以为它只会存在于成人的世界里。少年的宇宙有牺牲与甘愿，同样有软弱与欺凌；大人的森林有迂回与污秽，同样也有护全与真理。所以这与少年是否能够对抗大人的世界无关，而与人性幽微有染。丰美优沃的土壤能包裹畸形的根茎，腐烂黝黑的烂泥也能栽育清亮生动的花蒂。,2019/10/30,20
444,萌大大,1,选好好的演员真的可以把一切原则都抛掉,2019/10/27,15
445,?小山,5,小北啊啊啊啊啊啊? 这部电影，真的很棒！易烊千玺塑造角色的能力，真的很棒！看进去了！陷在里面透透的！还有周冬雨！真的也演的很棒啊啊啊啊啊啊 不说了！我吹爆?,2019/10/25,65
446,张宏毅毅,2,后面的老头带了一女的，抱着看，女的看到一半走了 老头也睡着了,2019/10/28,7
447,西帕克,4,曾国祥用显微镜一般的特写捕捉下每一张脸，不管是加害者，受害者还是旁观者，每一个细小的情绪都被放至最大。后半段转变为推理悬疑，互相否认却是深爱的证明，又虐又美。最终，一切又归于那只无形的手，让少年过早长大，过早跳入那片河流。,2019/10/26,34
448,紫苏,5,曾国祥把易烊千玺拍出了张震的感觉！,2019/10/25,64
449,Matthew,1,豆瓣上人的审美趣味越来越低级了,2019/10/26,25
450,南笙,0,演员能在荧幕上这样撕裂自己，简直太幸福了。,2019/10/26,29
451,女神的秋裤,4,没想到能把校园欺凌拍得这么引人入胜。完成度非常高，手持镜头、近身特写、交叉剪辑这些镜头语言非常丰富，演技无痕，最重要的是“真实”和“现实”。不是学校无为，而是无力，也不是警察无能，是无奈，问题也不只是欺凌，而是社会的真相。当宣誓和肮脏罪恶的角落剪辑在一起，讽刺得生猛又戳心。片子能上，不容易。,2019/10/25,28
452,cabo小伙,4,年轻真好啊 年轻就是干 和这个烂世界互干到头破血流,2019/10/27,32
453,Chinese-Idiot,1,不管怎样，拿着抄袭的原著进行改编，这种行为就是没得洗，根都是烂的，叶子再好看有什么用？？？,2019/10/28,10
454,Sissi,1,对抄袭洗白的态度真是刷新我的认知。做错了就要挨打好吗！！,2019/10/27,10
455,城南草木生,4,少年的你真好看。导演摄影演员剧本样样好，曾国祥好，易烊千玺好，周冬雨好，余静萍好，很多个好像差不多就行了的细节都能感觉到人家在较真和死磕。片尾看到了画着框的卢凯彤的名字，她给电影写了一首歌，叫FLY。卢凯彤是这部电影的摄影余静萍的爱人，电影拍到一半，还去重庆探过班的爱人不在了。想卢凯彤了,2019/10/26,35
456,辣椒樱桃酱,1,我喜欢四字也喜欢小周，但只要替抄袭融梗的人为虎作伥的我会全员抵制。对不起，但我必须这么做，否则良心过不去,2019/10/27,14
457,Kafka,1,唯一一分送给四字弟弟和周冬雨演技，抄袭的东西毕竟还是抄袭,2019/10/27,16
458,D,1,别替主创团队开脱了，知道是抄袭的情况下仍然开拍就是毫无道德底线，同公司同项目撞创意都是要被戳爆脊梁骨的，观众朋友们的道德原则也是蛮灵活的哈。,2019/10/27,14
459,Enjolras,4,我观影时不幸步入了一个49个小女生加我一个中年男人的尴尬场次，当周冬雨问易烊千玺“硬不硬？”时，我听见了两个手机摔在地上的声音……,2019/10/25,25
460,土豆泥,2,送给融梗,2019/10/31,11
461,烟波人长安,4,有些超出预期，尤其是有一段女警察质问周冬雨“为什么不相信大人”，周冬雨露出一张复杂的嘲讽脸，像是在反问“跟你们说了，有用吗？”,2019/10/25,35
462,笔敢子,5,从椅子上那滩红墨水开始，我的眼泪就没停过。整部电影弥漫着脚踏实地的绝望，以被霸凌的高考生陈念作为整个故事的前景，掀开了藏在课本后面的“屠杀”。写实程度让我恍然觉得在看某一部分的人生，那些拼搏的口号、翻烂的书本、母亲清晨起床的背影、去北京就能改变命运的执念、走投无路只能哭的夜晚，全都想起来了。而小北、母亲、同学组成的后景，全都被什么追赶着直到走投无路，因而“高考”就成了信仰，被赋予唯一的出路。可惜我们的青春里没有小北，我们自己擦干眼泪走出来，逼自己成为现在的大人。其实最让我感动的是，导演拍底层，不是俯视而是平视，悲悯之中满含尊重，让我们直视他们的眼睛，看每个人拼尽全力地活。联想到电影本身的命运，其实也是一个被欺负的“孩子”，保护好这样的电影，就保护了一部分电影的未来。,2019/10/26,35
463,孟浪,4,更像是中国版的《寄生虫》，校园欺凌和犯罪推理只是构成社会寓言的两大提喻手段，对阶级固化的讽刺和人性之恶的拷问才是整部电影最隐晦最本色的指向。影片的最大妙笔是没有把人物进行绝对化处理，尤其是周冬雨一角所承担的伤害、隐忍、反扑，这一系列的转变使电影有了更为深刻的内涵——人性的善恶转变有时就在一念之间，受害者某种程度上也是促成恶的一部分，复杂的社会链条中根本没有无辜的人。另外，山城重庆的空间结构以及各个人物的人名也在电影中化为了一种只可意会的次语言，并和司法审判、高考制度这类看似构成社会平等的治理政策形成了皮相之间的对比。当然，某些金句台词也写的太过直接，有点不符合现实情况，结尾又急转为光明的套路，这些也导致电影没有更上一层楼。,2019/10/25,19
464,石头摇篮,5,非常好看，扎实细密。被真实扎痛，一次又一次。常常都觉得成长简直犹如过地雷区，不知道什么时候就会踩响一颗，自己没踩到，也可能会被别人踩到的伤及。当然，往开里说，整个人生都如此，但成长期最为集中，因为他们还在成长，还是儿童或者少年。成人最当自醒的是，对人好一点，教自己的孩子对人好一点，如果我们还没被影片隐蔽批责的那些东西腐蚀坏掉的话。最后，必须赞易烊千玺。,2019/10/28,46
465,skr一下,5,无意间在哔站看到这部电影的预告片剪辑，看了之后就觉得非常吸引我，等了这么久电影终于上映了所以赶在第一时间去看了，总体来说就是不负期待，不管是剧情还是演员的演绎我都十分喜欢。周冬雨的演技真的是神了，我看她哭我的心也跟着碎了，四字弟弟虽然是新人又跟影后搭戏，但表现的非常不错，眼神台词，细节处理的都很好。我觉得最值得夸的是电影配乐，能够把人瞬间带入到剧情里，同时也很喜欢导演对小人物/配角的人物刻画。希望每个人在绝望的时候都不要丧失希望，有时候你觉得自己孤立无援，其实有很多人都站在你身边。,2019/10/25,76
466,赵启辰,5,这部片能上映是今年唯一让我感到欣慰的事，它的力量让我反思自己做为一个成年人的一切，和做为从业者的一切。我很惭愧，也很抱歉。希望这些羞愧和自责可以转化为力量。,2019/10/26,32
467,whyme,1,嫌疑人小北的献身,2019/10/28,9
468,绵羊星,5,"“那说好了
你保护世界，我保护你”
太好哭了 
   周冬雨的陈念和易烊千玺的小北组合在一起丝毫没有违和感好吗 完全看不出年龄差！周冬雨太适合陈念这个角色了 ，还是那么出色，小北这个角色千玺诠释的太好了，他善良,勇敢,叛逆，见过肮脏想要相信世界却又不敢，这种内心的挣扎他演出来了！我喜欢他的眼神戏！易烊千玺这个演员，他太能给我惊喜了！
    当然 电影内容本身大过演员，电影立意挺好的，最重要的是，看完电影，能够让我们注意到，甚至是重视电影所反映出来的一些社会现实问题，这点还是挺好的。当然 ，还是要相信世界，它总归是美好的。保持我们最初的心，善良的看待世界，善意待人。
    最后夸一下这个电影的团队，真的太厉害了，希望所付出的每一份努力都能有所回报。
    少年的你，冲啊！！！",2019/10/25,68
469,Hnnnnnn21,2,除了四字弟弟还有啥呢,2019/10/26,4
470,Z?9979,5,看完首映的我，接下来还想再刷几次。不是每一个陈念都能遇到一个默默保护她  爱着她的小北，即使生活在底层，但他也有想要保护的人，有着渺小的希望，有着想要改变自己和喜欢的女孩命运的目标。四字弟弟跟小黄鸭对视的那场戏真的让我起鸡皮疙瘩，直接把人带入他们的世界，演技真实很棒。剧情清晰  人物性格不脱轨  剧组的所有场景真的有心了。感谢朋友带我看，本来还怕会跟学生时代时看的小说有出入，结果被男女主演技圈粉，小黄鸭熟练的演技，饰演高中生陈念也毫不违和，更让我意外的是四字弟弟的演技，落泪 对视 无声的眼神回应警察时的问话，每一幕都被演活了，或许他就是小北，小北就是四字弟弟…,2019/10/25,58
471,余烬,3,真他么一般，为什么那么多人吹爆，害得我带的餐巾纸都没用，去你妈的感人，ヽ( ￣д￣;)ノ还抄袭,2019/10/27,18
472,sunnyqing,5,必须打5分！哭完大半场！心疼两个小朋友，但是再难再苦的生活，也会有希望！不要放弃！,2019/10/25,62
473,水星是蜉蝣,5,"看完了，删掉之前所有话，深深地被震撼。
 每个人都可能会被校园霸凌，少年，做事不看后果，别人做什么，自己就得做什么，不然会被排斥，会被欺负。
一个好学生
一个小混混
他们一边如履薄冰，一边寻求希望，陈念找到了她的希望，北京，小北也找到了他的希望，是陈念。
他们都小心又重重的守护着希望微小的火苗。
他们脚底下都是泥沼，抬头却是满眼阳光。
我最最深刻的就是影片的最后，陈念和小北隔着玻璃对视，易烊千玺和周冬雨演的都好绝，他们眼里都充满着爱，真正的爱，闭着嘴也会从眼睛流出来。
这是我看过最好的青春片，细腻温柔，真实又有质感。
最后，
“我们生活在阴沟里，但依然有人仰望星空。”",2019/10/25,61
474,笑恕,3,"四字弟弟的演技的确惊艳全场
但依然掩盖不了电影略显平庸的本质
只能说诛仙式营销极其败坏路人好感
更何况原作者是鼎鼎大名的“融梗天后”
再如何，电影影响力也不可能超越最近一系列的社会事件
希望经此一役，不会把四字毁了，听不到真实的反馈，太可怕了
望粉丝理性评价",2019/10/26,11
475,杨岳岳岳岳,5,真的好棒，两个主角之间的化学反应也很棒,2019/10/25,69
476,12580,5,"总有一个人是少年的你
阳光下
雨露中
总会有人默默守护你",2019/10/25,61
477,迷恋自己,5,看完了，呜呜呜，演技在线，既有成长的思考，也有人性的思考，还有朦胧甜蜜的少年感情，好看！！,2019/10/25,66
478,Ok绷,5,少年很美好，简简单单，一切值得期待。,2019/10/25,81
479,谁也爱吃鳗鱼饭,5,三刷过了依旧后劲很足，看到了很多之前没看到的细节，导演很有心，演员演技也都在线，恶意黑的我看基本都是连电影都没看的，呵呵,2019/10/25,58
480,胖傻叉,5,主创制作组们真的都太棒了，千玺冬雨真的演技都在线，希望这个世界可以更温柔更美好一点。,2019/10/25,60
481,王治.Eden,1,导演真的应该多看看同类的韩国片比如《韩公主》，跟人家学学怎么拍这样的电影…镜头对着演员打脸猛拍啊，演技不行你一遍遍的照女主雀斑和男主脸上疤痕有什么用？,2019/10/27,15
482,明媚少年蒋劲娃,1,抄袭就该一辈子钉在耻辱柱上,2019/10/29,14
483,清醒废人,1,白夜行和嫌疑人真的很好看，但是不影响我打一星,2019/10/27,8
484,quynhnguyenthu8,5,Happy,2019/10/25,62
485,第十九个,5,"少你的叙事长于抑和扬，尺度把握得刚好。影片的基调暗淡但是又有暖光相辅，符合主角的无助和希望。曾国祥好会拍这种片，七安的自我本我和超我的阐述就很深入。另外还有很多隐喻镜头也很绝，看出剧组的用心了。
很开心看到无病呻吟的影片越来越少，导演也开始越来越“敢拍”，能够直面现实题材。这不是坏事，可以去俯看夹缝面对现实才更有人情味，人情味是得观众心的良药。
希望世界上千千万万的小北和陈念，都有人去爱他/她，祝他们找到希望
最后私心说一句，易烊千玺赛高????",2019/10/25,62
486,字母君,4,正义睡着了，未来被消灭了，蝼蚁在监控的罗网下无所遁形，幼稚的反抗在大人的计谋面前化为灰烬，格局堪比《天国与地狱》。结尾的“希望”反而让一切更加绝望，幸好曾国祥还给了他的角色足以直视摄像头的勇气。,2019/10/25,21
487,沙老怪,5,惊掉下巴。这才是我想拍的电影。,2019/10/26,21
488,无耻不混蛋,4,硬不硬！硬！毫无疑问，近年来拍的最好的青春片，没有之一。这也是我们能从国产青春片上，第一次感受到令人扼腕的“痛感”。这部才能称得上是真正意义上聚焦青少年成长的现实主义力作，从导演到主演，可以看出所有主创人员在处理这个题材上的无比用心，影片每一处都透着真诚。“你保护世界，我保护你。”年度最佳cp必须颁给周冬雨与易烊千玺，干净又凛冽，不仅默契十足，且化学感爆棚。,2019/10/25,25
489,反鹅选联盟,3,勉强还可以...,2019/10/25,20
490,AbcdeF.g ?,1,不是恶意给一星，是真的不值8.7，这分数太尼玛离谱了，起码可以再扣2分[微笑]四字弟弟演技比我想的强些 周冬雨那更不用说 可这也改变不了剧情拖沓到我坐在电影院开始表演焦虑。。当一部电影所有人都夸赞题材好 演技好 却没有人说剧情好的时候 大概率就是烂片了。。,2019/10/26,17
491,好像饮了风-,1,以后都当文学裁缝好了,2019/10/26,4
492,黑狗成,0,杰克逊易对本片的作用远大于曾国祥，那种似演非演的治愈力，成功弥补了导演思维上的平庸和缺陷。,2019/10/29,13
493,貓小三的意思其實是如果先生,3,演员很好，感情也很好。拍摄和剪辑上的瑕疵明显到非常影响体验，派出所高强柔光是一例，不遗余力张弛无度的2/3脸特写是一例。Ps：她不止是第一个问你疼不疼的人，还是第一个问你硬不硬的人。,2019/10/26,20
494,心跳,1,小说抄东野圭吾，电影抄告白，绝了,2019/10/27,8
495,开膛手贝塔,4,是细节的胜利与生活的胜利。矫揉造作的，脱离现实的，柔光滤镜的，姿态暧昧的，全部把你撕破，然后从那面子上伸手进里子，拉出那黑色的，蓝色的，鲜红的还有透明的给你看，你看到里面有多少无奈无助无处躲藏，那就有多少无穷无尽无处不在。少年的你是少年的样子，少年的样子，就是善良而不会表达，但你知道他善良的样子。,2019/10/25,21
496,叶太美,3,主线故事太不清晰了，高考、朦胧的爱情、 原生家庭这些东一块儿西一块儿，特别混乱。还是没有摆脱青春片的套路，说是校园霸凌，说白了还是一部狗血偶像剧。但说实在的，比之前郭某那玩意儿好多了。,2019/10/25,25
497,naiuan,1,抄袭电影现在居然有8.7分，呕,2019/10/26,13
498,Ychenmm,2,你抄谁呢你,2019/10/28,10
499,别急,5,看哭了，节奏略慢，不过不影响整体感受，演员的表演都很到位，五星鼓励,2019/10/25,49
